1679453256427,1679453256427,kaist.iclab.abclogger
1679453256441,1679453262618,com.sec.android.app.launcher
1679453262676,1679453264845,com.google.android.gm
1679453264867,1679453266865,com.sec.android.app.launcher
1679453266881,1679453266881,com.causalvis.esm
1679453508908,1679453531391,com.sec.android.app.launcher
1679453531393,1679453532603,com.google.android.packageinstaller
1679453532605,1679453539140,com.sec.android.app.launcher
1679453539168,1679453576414,com.sec.android.app.myfiles
1679453576422,1679453655979,com.sec.android.app.launcher
1679453655993,1679453707718,com.google.android.gm
1679453707766,1679453721515,com.google.android.apps.docs
1679453721554,1679453731027,com.google.android.packageinstaller
1679453731083,1679453732545,android
1679453732565,1679453735221,com.google.android.packageinstaller
1679453735223,1679453738567,com.android.vending
1679453738583,1679453767701,com.google.android.packageinstaller
1679453767766,1679453768283,com.causalvis.esm
1679453768296,1679453769153,com.google.android.permissioncontroller
1679453769166,1679453782055,com.causalvis.esm
1679453782065,1679453783713,com.sec.android.app.launcher
1679453783725,1679453783771,com.google.android.apps.docs
1679453783785,1679453787063,com.sec.android.app.launcher
1679453787084,1679453791465,com.google.android.gm
1679453791474,1679453797855,com.sec.android.app.launcher
1679453797877,1679453812116,com.causalvis.esm
1679453812119,1679453812950,com.sec.android.app.launcher
1679453812980,1679453816579,com.causalvis.esm
1679453816586,1679453819078,com.sec.android.app.launcher
1679453819086,1679454075334,com.causalvis.esm
1679454075359,1679454080444,com.kakao.talk
1679454080464,1679454080822,com.causalvis.esm
1679454080832,1679454084674,com.sec.android.app.launcher
1679454084690,1679454100205,com.samsung.android.messaging
1679454100215,1679454210792,com.sec.android.app.launcher
1679454210794,1679454620413,com.kakao.talk
1679454620414,1679454626814,com.sec.android.app.launcher
1679454626839,1679454671956,viva.republica.toss
1679454671979,1679454679400,com.sec.android.app.launcher
1679454883969,1679454888134,com.samsung.android.spay
1679454888156,1679454893339,com.sec.android.app.launcher
1679454893346,1679454894890,com.google.android.youtube
1679454894893,1679454897598,com.sec.android.app.launcher
1679454897602,1679454911719,com.kaist.kaist_idcard
1679454911729,1679454923408,com.sec.android.app.launcher
1679454923410,1679454941398,com.kakao.talk
1679454941415,1679454943836,com.sec.android.app.launcher
1679454943841,1679454974410,com.google.android.youtube
1679454974450,1679454977653,com.sec.android.app.launcher
1679454977654,1679454979938,com.causalvis.esm
1679454979955,1679455177718,com.sec.android.app.launcher
1679455177727,1679455179913,com.kakao.talk
1679455179932,1679455183271,com.sec.android.app.launcher
1679455183274,1679455208308,com.instagram.android
1679455208316,1679455210246,com.sec.android.app.launcher
1679455210260,1679455219497,com.nhn.android.search
1679455219516,1679455219845,com.sec.android.app.launcher
1679455219847,1679455231198,com.instagram.android
1679455231208,1679455235163,com.sec.android.app.launcher
1679455235172,1679455248477,com.kaist.kaist_idcard
1679455248492,1679455252964,com.sec.android.app.launcher
1679455252975,1679455294642,com.instagram.android
1679455294657,1679455508622,com.sec.android.app.launcher
1679455508652,1679455516195,com.kakao.talk
1679455516201,1679455518881,com.sec.android.app.launcher
1679455518887,1679455822101,com.instagram.android
1679455822109,1679456353411,com.sec.android.app.launcher
1679456353414,1679456603877,com.causalvis.esm
1679456603886,1679456605030,com.sec.android.app.launcher
1679456605042,1679456621370,com.samsung.android.spay
1679456621394,1679456678720,com.sec.android.app.launcher
1679456678773,1679456689323,com.dooray.all
1679456689337,1679457072643,com.sec.android.app.launcher
1679457072706,1679457081584,com.kaist.kaist_idcard
1679457081587,1679457092257,com.sec.android.app.launcher
1679457092258,1679457100027,com.samsung.android.messaging
1679457100045,1679457102918,com.sec.android.app.launcher
1679457102933,1679457112933,com.kakao.talk
1679457112938,1679457115688,com.sec.android.app.launcher
1679457115697,1679457214546,com.google.android.youtube
1679457214566,1679457282667,com.sec.android.app.launcher
1679457470145,1679457479885,com.seowoo.msaber.kaist
1679457479904,1679457716660,com.sec.android.app.launcher
1679457716677,1679458670140,kr.ac.libit.kaist
1679458670143,1679458672720,com.sec.android.app.launcher
1679458672732,1679458734248,com.everytime.v2
1679458734252,1679458745733,com.sec.android.app.launcher
1679458745764,1679458745954,mok.android
1679458745965,1679458746155,com.google.android.permissioncontroller
1679458746183,1679458867941,mok.android
1679458867949,1679458873193,com.sec.android.app.launcher
1679458873205,1679458873355,kaist.iclab.abclogger
1679458873418,1679458873737,com.google.android.gms
1679458873748,1679458874802,kaist.iclab.abclogger
1679458874811,1679458876023,com.sec.android.app.launcher
1679458876039,1679458928264,com.causalvis.esm
1679458928302,1679458932275,com.sec.android.app.launcher
1679458932276,1679458933719,com.causalvis.esm
1679458933731,1679458938402,com.sec.android.app.launcher
1679458938404,1679458940851,com.causalvis.esm
1679458940861,1679459681839,com.sec.android.app.launcher
1679459681851,1679459687017,com.causalvis.esm
1679459687033,1679459694428,com.sec.android.app.launcher
1679459694435,1679459719021,com.google.android.apps.youtube.music
1679459719038,1679461024122,com.sec.android.app.launcher
1679461024141,1679461046727,com.causalvis.esm
1679461046750,1679462080841,com.sec.android.app.launcher
1679462080859,1679462087800,com.instagram.android
1679462087811,1679462089442,com.sec.android.app.launcher
1679462089464,1679462102103,com.kakao.talk
